index	sim_time	step_time	success	C01	C12	D01	D12	H01	H12	state_r0	state_r1	state_r2	speed_r0	speed_r1	speed_r2	actuation_r0	actuation_r1	actuation_r2	objective	
173	219.403355	0.387109	True	6.619427449402988	15.310577464092358	0.4322555705545773	0.25190117999626627	1.1739054553845305	1.4804338927449439	[1.5985118231929174, -0.00021346022139950843, 0.17534036295781288, -0.0008351390626899356, 0.0015420396738067875, 0.00021039221489883001]	[2.5000127266519017, -0.0001155966022417606, -0.19011228087212914, -0.00017950702161747986, 7.999314651452022e-05, -0.0004810184597747646]	[2.9999538184515924, -1.5541268654119366e-05, -0.10146095996798235, 0.00031812893163431455, 9.919887153849737e-05, 0.00011672059900174495]	[-0.4312978999333168, -0.0010367716533644473, 0.3817123371760151, -0.0015301891216487381, 0.002545093018682481, 0.003813379600762742]	[-6.9248954139142185e-06, -9.692850083258278e-06, -0.7653438876622156, -0.0003078346713956507, -0.0004493011362775277, 0.00106503377445122]	[4.7016394476614684e-07, -3.8898152469166476e-05, 0.25750771143757856, -0.0006427866764039624, -4.367285137382354e-05, -0.0009211083603396888]	[-0.493523104430363, 0.18207000474759796, 24.56935012244027, 0.002565626049052231, -0.001864935237011003, -0.0003810671719493682]	[-0.0006078914137390876, -0.005428534067476058, 69.89931576124363, -0.0020038072924737837, -0.00041234105943351674, 5.423755352476546e-05]	[-0.0036466469960726978, -0.005090426207536892, 130.5426777099454, -0.0012236684827836197, 0.0011531347386142961, -0.000991424297574874]	4.832845450377507	
174	220.291438	0.871985	True	6.5705856704800185	15.309949111597879	0.43369559204977914	0.2521292179537416	1.1672720413943976	1.4856507858603327	[1.5941954587116391, -0.00022073148151006823, 0.17926223210685516, -0.0008489599828173376, 0.0015656214246352511, 0.0002483900332909746]	[2.5000120859595008, -0.00011704240131392181, -0.1974552937940681, -0.00018306808897367558, 7.528548569697603e-05, -0.0004703152146022695]	[2.999954117208278, -1.6933239145707142e-05, -0.09836567875669026, 0.0003110790024696442, 9.903329954685135e-05, 0.00010720378729748928]	[-0.43319445644173893, -0.0008788498316878263, 0.4013322780425583, -0.0012452524673755901, 0.002163987238788704, 0.0037901268911222133]	[-6.9579950555530054e-06, -1.3443398131874712e-05, -0.7032120859790448, -0.00040452653650137804, -0.0004925327557552014, 0.0010754521774555383]	[-2.0794862550333383e-06, -4.480134677544756e-05, 0.3616267565318618, -0.0007669248552860566, 1.0002790851330431e-05, -0.0009822880033383196]	[-0.4502566185793413, 0.181516341257599, 27.719873366209907, 0.002634660198193288, -0.002532586770287531, -0.0006381666749018564]	[-0.0005681977470889141, -0.005543147682988172, 82.44025257713963, -0.0019570333117857764, -0.00047231791062385896, 9.1777705642671e-05]	[-0.003640685947217395, -0.004267189053718557, 125.31854564493234, -0.0011815701961864257, 0.001097761483713077, -0.0009122569766282393]	5.152791014333018	
175	220.757225	0.453783	True	6.522080505525362	15.309232758427312	0.4351588350498393	0.2523648245330902	1.1608650403115428	1.4910390981966022	[1.5898607001539828, -0.00022636131279061064, 0.18339458022438246, -0.000859896315164791, 0.0015849958546460283, 0.0002860717327688281]	[2.500011530267185, -0.00011843022525001026, -0.20412097959156053, -0.00018753238622065755, 7.018900426229312e-05, -0.0004594935222698257]	[2.9999544920457946, -1.8670203483845726e-05, -0.0942496065573576, 0.00030280694389893094, 9.938691709323924e-05, 9.709779441901416e-05]	[-0.435059850786771, -0.0007204774217123491, 0.4237860560958788, -0.0009534026967535172, 0.0017036364568028934, 0.003749482174127534]	[-6.987358869208856e-06, -1.7289013115886686e-05, -0.629870046139752, -0.0004884399680954069, -0.0005270621989781596, 0.0010887070810985202]	[-4.632287774595126e-06, -4.9970745742552364e-05, 0.4616628552406397, -0.0008871672930069737, 6.012789817058465e-05, -0.001038973446979238]	[-0.40699456633261233, 0.1809618534597734, 30.86982039144246, 0.002695357864861254, -0.0037193482883658706, -0.0009142028265012043]	[-0.000528503003733187, -0.005657755556070667, 94.98117100173835, -0.0017559120646770691, -0.00034214326727167186, 0.00013633322251957802]	[-0.003634724270283853, -0.0034439501951164285, 120.09438755729194, -0.0011290780222544127, 0.00103755211609305, -0.0008362243941750274]	5.596395653643778	
176	221.186793	0.422715	True	6.473931977667986	15.308433004668752	0.43665006997232275	0.2526046704296165	1.154726784010614	1.4965222077396088	[1.5855078939888316, -0.0002303277856465079, 0.1877657766114335, -0.0008679122142303178, 0.001599660025071008, 0.00032330610104113795]	[2.5000110630926122, -0.00011973960515689473, -0.20999698341541972, -0.00019298195675408208, 6.453465941442662e-05, -0.0004485485255307993]	[2.9999549416310534, -2.0710753628712624e-05, -0.08915366538570504, 0.000293352394627106, 0.0001002296027951035, 8.64583050231972e-05]	[-0.43689402195070637, -0.0005616746642728455, 0.4490837498652948, -0.0006612244841391556, 0.0012220437864929863, 0.0036998768418016184]	[-7.0156661158726595e-06, -2.1224499610780073e-05, -0.5452672364695322, -0.0006015679671926623, -0.0006041378711393521, 0.0011000853996501348]	[-7.185100100022114e-06, -5.439483155065072e-05, 0.5575974809078681, -0.0010033786362670834, 0.00010778850279915402, -0.0010890109919899375]	[-0.3637556675101464, 0.18040224264272933, 34.016652430255334, 0.0026574262357032617, -0.003985358115579647, -0.0010544141487605712]	[-0.0004888052801452211, -0.00577234629281779, 107.52200103860933, -0.0022282867956853513, -0.0010317932599019982, 0.00010544565038815375]	[-0.0036287603581761315, -0.002620705376049823, 114.87012142729219, -0.0010775834810643277, 0.0009961375830868232, -0.0007261225418262619]	6.104180542596007	
177	223.452611	2.258582	True	6.426165942964658	15.307558337919788	0.43817992288587115	0.2528454023794814	1.1489489920097453	1.5020230234329808	[1.5811364727535329, -0.00023287645869077695, 0.1923035148265701, -0.000873049114057793, 0.0016090082869477898, 0.0003598911424768453]	[2.500010686016257, -0.00012094678809086263, -0.2149729852684489, -0.00019937204267539063, 5.833247997924284e-05, -0.0004373433793912919]	[2.999955465632698, -2.3010175245164542e-05, -0.08312177770434395, 0.000282760223793669, 0.0001015229403966249, 7.528257692601872e-05]	[-0.43884681370777934, -0.00043821946413700536, 0.4570651189586815, -0.00037756263596376355, 0.000640579370647933, 0.003618687488408981]	[-7.034858935974816e-06, -2.517069268181239e-05, -0.4498615406499515, -0.0006764817870296592, -0.0006366061665729197, 0.0011407301160182245]	[-9.723746256605491e-06, -5.8034763411920167e-05, 0.6488486477319685, -0.001114646462479325, 0.00015023366437413483, -0.001146250721103901]	[-0.4926256327823945, 0.13882742125806632, 14.016652430255473, 0.002485241148095566, -0.005517082265680167, -0.0015551814778905827]	[-0.0004353674552839165, -0.005802906568722143, 119.4791190808445, -0.0016245606747282136, -0.0003285566230314108, 0.0005718879561436282]	[-0.003609913901858132, -0.0017658907872323867, 108.99932346894097, -0.001014590262310025, 0.000912109923106857, -0.0008376029666926165]	6.599892537218177	
178	224.070184	0.610465	True	6.378815820702678	15.306621180397107	0.4397651343220613	0.2530836427365464	1.1436730932284165	1.5074639829510055	[1.5767449464552579, -0.00023452325157251457, 0.19683422317427102, -0.0008753355198505676, 0.0016127938995232564, 0.00039558565435136996]	[2.500010395953547, -0.00012202242131557956, -0.21894071277291766, -0.00020645860990281767, 5.1835581513936675e-05, -0.00042571835704990446]	[2.999956064367659, -2.5521058774008902e-05, -0.07620088388484778, 0.00027108050980556895, 0.00010322199147831878, 6.355758032405559e-05]	[-0.44091867204468427, -0.0003503202625625201, 0.4476527121417605, -9.0955599496957e-05, 0.00010981888913779293, 0.0035207933565451124]	[-7.047340487327135e-06, -2.912266303059469e-05, -0.34360421839245403, -0.0007408294981916474, -0.000663102117315377, 0.0011840422574730153]	[-1.2245503309216938e-05, -6.087931625397301e-05, 0.7353951807414285, -0.001220841788016309, 0.00018891278047434957, -0.001198880928979691]	[-0.6214895614299212, 0.09725391635262784, -5.9825173981205815, 0.0025034886082803067, -0.0046512260005645975, -0.0018161904377725613]	[-0.00038192907890617704, -0.005833463039931863, 131.43620336057694, -0.0014668210153205873, -0.000246185789641381, 0.000611628335582975]	[-0.003591066574297919, -0.0009110745267299552, 103.12848941333601, -0.0009525543645626403, 0.0008526117999154886, -0.0007600050614466146]	7.174293383316256	
179	224.449329	0.371704	True	6.3319178321942475	15.305637912833909	0.4414230409796181	0.25331599344928746	1.1390412225349533	1.5127671875971755	[1.572331817909842, -0.00023578805090801447, 0.20118355650354583, -0.000874744673611793, 0.001611961141646995, 0.000430235291067678]	[2.5000101862379105, -0.00012293198072347395, -0.22179140499489636, -0.0002141528614235468, 4.508055168759128e-05, -0.00041366769461472674]	[2.9999567387769273, -2.819482889252293e-05, -0.06843813646339267, 0.00025836716585424154, 0.00010528969204720862, 5.1338419240936674e-05]	[-0.4431100402861911, -0.00029818620110395107, 0.4207689912343243, 0.00019814488569600954, -0.00028270135262206133, 0.003408894985988985]	[-7.0547926716527e-06, -3.307637188873027e-05, -0.22644629838877034, -0.0007979869327542797, -0.0006882601057880567, 0.0012258365567230634]	[-1.4747888763227745e-05, -6.291752788977044e-05, 0.8172158220226561, -0.001321327729917375, 0.00022395412921384828, -0.0012450943207903736]	[-0.7503454811434267, 0.05568228622051421, -25.98055562385386, 0.002521192000257736, -0.002403792752360494, -0.0020329158766692083]	[-0.0003284901072678169, -0.00586401683246879, 143.39326647790142, -0.001365274553766756, -0.0002388752371082389, 0.0005843640961452373]	[-0.0035722186514770857, -5.625737333659275e-05, 97.25763377774777, -0.0008832524180487981, 0.0007963542755431588, -0.0006538763146509217]	7.796598316846797	
180	228.374251	3.917903	True	6.28548922884253	15.304624060922537	0.44315869731662577	0.25354006072234997	1.13508436089386	1.517877826186775	[1.5678970069890412, -0.00023674211209989433, 0.20535055571281927, -0.0008712313439442472, 0.0016074862310841349, 0.00046372042407858154]	[2.5000100453059226, -0.0001236447032114571, -0.22346478212888476, -0.00022237481881505762, 3.808859604751819e-05, -0.00040122008151658074]	[2.999957490057672, -3.098169391065483e-05, -0.05988298779853076, 0.00024468339285437467, 0.00010769729093345977, 3.870210717923716e-05]	[-0.44519399562553225, -0.00022251854135314474, 0.41119443498953545, 0.000493866475329289, -0.0006182613069973052, 0.0032872503500250934]	[-7.019348121759447e-06, -3.660227190781779e-05, -0.10814033592811795, -0.0008463377959170735, -0.0007105157589571237, 0.0012634082055260386]	[-1.7217329091432722e-05, -6.412324033304091e-05, 0.8938715515253317, -0.0014148839342013584, 0.00025689367948340824, -0.0012823162154516332]	[-0.6181863391883973, 0.08236322214490155, -5.98055562385407, 0.0026115703194107007, -0.001473423772404532, -0.002180682366701771]	[-0.00022981229088965918, -0.005406003872688055, 144.10366607005375, -0.001239792993978436, -0.00020728030074017832, 0.0005140237730430439]	[-0.0035404029000373335, 0.0008163376494606685, 90.90752141219401, -0.0007972745130772689, 0.0007657203892581816, -0.0005070918957596942]	7.80300333017331	
181	229.193941	0.811540	True	6.239519059156858	15.303588929348612	0.44496235112030497	0.25375523202213146	1.1317039114974388	1.5227818643549873	[1.563441857765621, -0.00023700534671557843, 0.20950868564408212, -0.0008647261595565913, 0.001599986711094913, 0.0004959246606738824]	[2.5000099569672343, -0.00012414203691262342, -0.22398450069815548, -0.000231020494284165, 3.0889998067902415e-05, -0.0003884009006333582]	[2.999958319526991, -3.383132435352352e-05, -0.050587228511406034, 0.00023010020510532415, 0.00011042528650067728, 2.5724772795079648e-05]	[-0.44716967183015155, -0.00012319204794669313, 0.4190071857140492, 0.0007968976623302518, -0.0008872430209732269, 0.003152185798496366]	[-6.895026079146143e-06, -3.9466354304099044e-05, 0.004281000355012637, -0.0008826961080012034, -0.0007296189734947955, 0.0013001283142665995]	[-1.9651505929137098e-05, -6.448590783720774e-05, 0.96533404530985, -0.0015011689675781604, 0.0002880436804737471, -0.001313302651699858]	[-0.4854416390539765, 0.10906265348446255, 14.01944437614593, 0.0027195727187047237, -0.00040151102081653514, -0.0023864165366694703]	[-7.692699016004193e-05, -0.004685706295867564, 136.73875080850112, -0.0010652118185493988, -0.00017242843145713426, 0.0004977988987980562]	[-0.003508428742218865, 0.0016891296816789487, 84.5516640630894, -0.0007085752555451713, 0.0007410104398162664, -0.00040493711043282604]	7.681172595063252	
182	229.809027	0.605137	True	6.193987304171453	15.302538286688732	0.4468218867036802	0.2539616605668036	1.1287830682169064	1.5274827869441618	[1.558967720380178, -0.00023619824340169582, 0.213832179097136, -0.0008549339562592618, 0.0015894379161978682, 0.0005267131086338228]	[2.500009904004783, -0.0001244115403541332, -0.22340954040321362, -0.00023988431290830346, 2.350812068799526e-05, -0.0003752263820858491]	[2.9999592288211976, -3.669413591290157e-05, -0.04060290879151155, 0.000214710068685726, 0.0001135072285173061, 1.2480620485620193e-05]	[-0.44903671433139014, -1.0409390553644778e-07, 0.4442823506792408, 0.0011517351390969248, -0.0012277963630470952, 0.0030035712147311873]	[-6.682724693910925e-06, -4.1662922588818135e-05, 0.11079100328207113, -0.0008899229798187591, -0.0007472051861604035, 0.0013344527165921071]	[-2.2048235288476788e-05, -6.39955896823529e-05, 1.0315797174842838, -0.0015762318245679527, 0.0003277073601632461, -0.0013356810707038063]	[-0.3527052706321633, 0.13575491845455526, 34.015557158599094, 0.0035448996588594624, -0.0015468372872629434, -0.0025932886285307036]	[7.59601185203349e-05, -0.003965401121550923, 129.37367377347616, -0.0006186520053339834, -0.0001643716772807802, 0.0004569809771285464]	[-0.0034764503336646314, 0.002561924849046199, 78.19564494051247, -0.0005593626952659084, 0.0008817056352312538, -0.00026534084490350705]	7.749333877465565	
183	234.477441	4.658122	True	6.148888942722446	15.301477464098236	0.4487345788770435	0.25415949940013444	1.126288899942408	1.5319840928996904	[1.5544750246088348, -0.00023438246024277615, 0.2183244739888913, -0.0008416317267207598, 0.001575445141752162, 0.0005559575893936246]	[2.500009869824984, -0.0001244423443119063, -0.22180233819945364, -0.00024870709193084713, 1.5982308673286472e-05, -0.0003617000659379311]	[2.9999602198275546, -3.9521234925643205e-05, -0.02998550479046897, 0.00019857676576132943, 0.00011691539861368807, -8.935581260442754e-07]	[-0.45092410163368496, 8.868612648270334e-05, 0.452760124042851, 0.0014993740690198943, -0.0015756248576454589, 0.0028428242871709926]	[-6.383151271468387e-06, -4.3170149217474824e-05, 0.21072444977823782, -0.0008744544022160009, -0.0007584382100232352, 0.0013704689533601488]	[-2.4389645817523855e-05, -6.263616075969755e-05, 1.091946482484421, -0.0016497709681512725, 0.0003533072207859171, -0.0013392980423165602]	[-0.36844852514233234, 0.0957364858580241, 14.611104256431368, 0.003432860662398302, -0.0016685787992358158, -0.002776578785986728]	[0.0002288852494980672, -0.003224812584694976, 121.27593254243693, -0.00027708203181990186, -7.96136291936183e-05, 0.000481588449018489]	[-0.003426685534695039, 0.0034423972764248967, 71.1069640684488, -0.000567612698342069, 0.0006622159315881034, 3.575263084213559e-05]	7.706709497501516	
184	235.214901	0.723102	True	6.1042356274305325	15.300411441037282	0.4507075132096686	0.25434890069903093	1.124272889886564	1.5362892956823004	[1.5499632831955308, -0.00023205645720638434, 0.22281720445507386, -0.0008248927497777419, 0.0015582677294934905, 0.0005835354798356767]	[2.500009838788619, -0.00012422625831924196, -0.2192288080557129, -0.00025734974937832305, 8.36076158460812e-06, -0.0003478210781197908]	[2.9999612933166726, -4.2264574268899646e-05, -0.018793938239478888, 0.00018174758285999742, 0.00012056412823540976, -1.4286345655791463e-05]	[-0.45283192584768084, 0.0001429714420771612, 0.44436500727273953, 0.0018396069782036823, -0.0018642353669355077, 0.002669756088869583]	[-5.9967335328711715e-06, -4.398507948768779e-05, 0.3040516373649446, -0.0008538798093220008, -0.0007663888922136334, 0.001404967945916364]	[-2.6673826558618005e-05, -6.039836634835362e-05, 1.146407787374927, -0.0017153747557898057, 0.00037585441296140635, -0.0013393982161113015]	[-0.3841913199341812, 0.055718739756951595, -4.7929660180227245, 0.0033263498185052017, -0.0007363339412569055, -0.0029620359028948323]	[0.00038181038047579947, -0.002484223650158821, 113.17817689429714, -0.00021761605800479288, -4.460796001848236e-05, 0.0004548444698810059]	[-0.003376920338045239, 0.004322869703803594, 64.01826877928457, -0.00047534704050605363, 0.000620162188842432, 9.215158577255753e-05]	7.671884154782203	
185	235.644929	0.420971	True	6.060038398097164	15.299344859862076	0.4527479676943877	0.25453001593479074	1.122786749531904	1.5404019233849422	[1.5454320174610277, -0.00022971285363407486, 0.2271412543430452, -0.0008048020396861356, 0.0015389536813575138, 0.0006093285462934116]	[2.5000097965423596, -0.00012375752320281083, -0.21575516167094722, -0.0002657470041748815, 6.791620853792941e-07, -0.00033360397836273417]	[2.9999624492854324, -4.487842492554687e-05, -0.007087397035156689, 0.00016429798590775226, 0.00012441289802926235, -2.764795044536671e-05]	[-0.45476027450803014, 0.00016254539170330127, 0.41902191271068884, 0.002170284019511809, -0.00200239641356354, 0.0024855667939367616]	[-5.523657176821526e-06, -4.4105276154273885e-05, 0.39074272239228985, -0.0008253532688433364, -0.0007704857307655985, 0.0014380741843120358]	[-2.889918677461007e-05, -5.7273323496313096e-05, 1.1949369522681887, -0.0017738237697296684, 0.000393353562085636, -0.0013330512252731003]	[-0.3999325774852674, 0.01570322599681273, -24.195791150463247, 0.0031941855505031682, 0.001641709635410468, -0.0031274697205581226]	[0.0005347355114535318, -0.0017436340938872716, 105.08039870638409, -0.00011256724288049325, -8.961301153612611e-07, 0.00043019418468421335]	[-0.0033271545196600447, 0.005203342131182292, 56.92955095034707, -0.0003976769319216141, 0.0005469986721664461, 0.00019508774584259625]	7.6051348905072835	
186	238.010452	2.358121	True	6.016284081738787	15.298282030040298	0.4548532508872845	0.2547029961442895	1.121795219163836	1.544325518813075	[1.5408812148113167, -0.0002273875615166526, 0.23129832806458403, -0.000782084397575352, 0.0015185180235077248, 0.000632834536286307]	[2.5000097301224917, -0.0001230333526847328, -0.21144990997534976, -0.00027395729070160614, -7.082663687542811e-06, -0.00031877482352788875]	[2.9999636873155704, -4.7319984808404664e-05, 0.005072663401520652, 0.00014639636243116375, 0.00012858178450704392, -4.0698601061851104e-05]	[-0.45667096421755105, 0.000209289191560094, 0.410994937718881, 0.002365630779143268, -0.002088017382884483, 0.0022121816364542276]	[-4.963988095189612e-06, -4.352746969572187e-05, 0.47036740159062246, -0.0008164827563156079, -0.00078249457936561, 0.0015274028741764495]	[-3.105304337335845e-05, -5.3262816475692665e-05, 1.2371068519395676, -0.0018057466759659369, 0.00043994776711073837, -0.0012771675046670732]	[-0.37174598850139584, 0.04689697280248866, -4.195791150463247, 0.001062125235024098, 0.002442381043447213, -0.004538590691905856]	[0.0006876693291357314, -0.0010018972221857705, 96.52326041793303, -0.0004482629915905057, -0.00014544104312567304, 0.0013254696205603044]	[-0.0032647297721143833, 0.006072280211275238, 49.38147302028402, -1.2569640787202252e-05, 0.0010198397811964387, 0.000985498611464843]	7.454656469216737	
187	238.637441	0.619916	True	5.97293525696351	15.297226854726865	0.4570102865348176	0.2548679931464095	1.1211755229989027	1.5480636392480855	[1.536311316442605, -0.00022466492740796468, 0.2354619716177303, -0.0007574507137100844, 0.0014972471968530856, 0.0006535752763764176]	[2.500009627820435, -0.00012205333556019438, -0.20638387654182366, -0.0002820427769100679, -1.4943902351201014e-05, -0.00030307521312037945]	[2.9999650085629246, -4.95511363083583e-05, 0.017622506856519407, 0.00012821153907886473, 0.00013318879423564458, -5.317514675777973e-05]	[-0.4585639381068576, 0.00028333620449918026, 0.4203622560376315, 0.0025543716246182154, -0.0021688688247119715, 0.0019324814295647865]	[-4.318046786404721e-06, -4.2248710672030474e-05, 0.5428937487375975, -0.00080036595315038, -0.0007904354290131679, 0.0016121437602323362]	[-3.3132591512185316e-05, -4.835984110606532e-05, 1.272888752559912, -0.001830454972308348, 0.0004810261076922419, -0.0012182250167499175]	[-0.3435585350549242, 0.07809022752202598, 15.804208849536753, 0.0009998203566704712, 0.0024744636005644073, -0.00462027365583109]	[0.0008406031914773875, -0.0002601600643035335, 87.96609358215535, -0.00035276623609272845, -9.841044196354085e-05, 0.0012459722073803296]	[-0.0032023041478025185, 0.006941217548580351, 41.83336654289435, 6.152847770696761e-05, 0.0009390589902352497, 0.0010304200492080424]	7.294735987909686	
188	239.026805	0.382581	True	5.929954136351856	15.296182937065332	0.4592055328757473	0.2550251585186246	1.1208042963750082	1.5516198569458193	[1.531722754486431, -0.00022113741073081456, 0.23980651330087405, -0.0007309723127869966, 0.0014748739273812135, 0.0006714937310099536]	[2.500009479484863, -0.00012081932538726621, -0.20062820486250227, -0.00028993229773385484, -2.2863926255326326e-05, -0.0002865531814112588]	[2.9999664138383713, -5.153804275850205e-05, 0.030498109190519387, 0.00010981628328651667, 0.00013817865353308104, -6.504804736444829e-05]	[-0.4604391395155609, 0.00038482197103529637, 0.44720213346980253, 0.002735451625897925, -0.0023079948022234637, 0.0016476667163324988]	[-3.586025555617302e-06, -4.026620348075387e-05, 0.6082897060746623, -0.0007772615945758017, -0.0007943193292683114, 0.0016918675374390242]	[-3.5135000576890784e-05, -4.2558010644624174e-05, 1.3022538031762365, -0.0018478269543181537, 0.0005165640876169341, -0.0011564286834997602]	[-0.3153708481269308, 0.10928262374497702, 35.80390953993147, 0.0009256509816203346, 0.0014975133808848987, -0.0046823478656407985]	[0.0009935369566160788, 0.00048157709357870356, 79.40891265073273, -0.0002615220617091988, -5.2030857659033875e-05, 0.001159942074536239]	[-0.0031398780860773115, 0.007810154302667674, 34.28524596985974, 0.00013647192178565967, 0.0008592584911753895, 0.001071855788628817]	7.1004066935991075	
189	239.407899	0.374456	True	5.887303120393024	15.295153641673874	0.461424990016221	0.2551746431080266	1.1205575960855851	1.5549977594524882	[1.5271159479118892, -0.0002164091799817687, 0.24450705975273557, -0.000702731413699267, 0.001450380803067642, 0.0006865473847079772]	[2.5000092767500246, -0.00011933572665352776, -0.19425435975650762, -0.00029755772358684517, -3.0802347602950846e-05, -0.00026926120102564787]	[2.999967902691338, -5.325101105825892e-05, 0.04363515707577537, 9.128433548290467e-05, 0.00014349592045376615, -7.62900114613693e-05]	[-0.4622965154996396, 0.0005138819024977866, 0.49159254383001627, 0.002907742385248828, -0.0025923838920322503, 0.001359338832838145]	[-2.7678636378366465e-06, -3.757757415924462e-05, 0.6665230657847063, -0.0007475183835752564, -0.0007941824022453125, 0.0017661161161225862]	[-3.7057775975072326e-05, -3.58513631036286e-05, 1.3251730172544136, -0.0018577900827636638, 0.0005465519417126067, -0.0010920239865943576]	[-0.2871829520898994, 0.14047261911736025, 55.80257047773556, 0.0008383339455115854, -0.0008678243818679148, -0.004718498688608797]	[0.00114647072175477, 0.0012233142514609407, 70.85171150404237, -0.00017578135839267986, -6.604531755565931e-06, 0.0010669497259763407]	[-0.003077450909103902, 0.008679090220318845, 26.73710518155739, 0.00021164315530970094, 0.0007805422921803556, 0.0011091726376259152]	6.871511714907931	
190	243.198721	3.783750	True	5.844969708933939	15.294142109443301	0.4636644421971692	0.2553165971041473	1.120397406183658	1.558200949706602	[1.5224910792239748, -0.0002105931043780703, 0.24956533004008347, -0.0006728645292572866, 0.0014227462308446215, 0.0006988317063915087]	[2.500009013037808, -0.00011760983926067776, -0.1873362270014866, -0.0003050098264009436, -3.88069994618832e-05, -0.0002513179452343817]	[2.9999694733895734, -5.4664451857737036e-05, 0.05696694846248515, 7.26498723995607e-05, 0.0001491717654995941, -8.690740447069137e-05]	[-0.46412980797938824, 0.0005954103697284319, 0.5187528232086239, 0.0030614686178956647, -0.002935780251071147, 0.0010935281641295703]	[-1.863459797157916e-06, -3.418061722305346e-05, 0.7171415285132267, -0.0007425873685435413, -0.0008076389009350041, 0.001822093336807052]	[-3.887555135694945e-05, -2.8257562296504603e-05, 1.3411973218075137, -0.0018683338096143218, 0.0005883313786788758, -0.0010315033819396535]	[-0.25186328793394097, 0.08536522944664687, 35.80257047773559, 0.0005996552525807039, -0.001852402185842821, -0.004338827828042529]	[0.0012993720067312141, 0.0019649487901151003, 61.81263893089379, -0.0005920342903815613, -0.00024273794182981081, 0.0007700496287056491]	[-0.0029885849501365283, 0.009521328048896785, 18.707082114489836, 0.0001584728646165955, 0.0009798638989157572, 0.0010426546769333718]	6.553701082614323	
191	243.607931	0.401893	True	5.802966002073176	15.293151210126567	0.4659298602636915	0.2554511708728809	1.120372169398875	1.5612330459106476	[1.517848110301007, -0.0002042964543886123, 0.2548086180206565, -0.0006415138178845737, 0.0013916560542961518, 0.0007084413038506057]	[2.5000086830275796, -0.00011565070526073454, -0.17995012738433422, -0.0003123755342977161, -4.692264560238002e-05, -0.00023284120525599158]	[2.999971123864518, -5.575661897013146e-05, 0.07042437867389682, 5.394880081861011e-05, 0.0001552339118664644, -9.690643759442689e-05]	[-0.46593895365145066, 0.000629139950933864, 0.5286051860211578, 0.003205288348086484, -0.0032829943645276043, 0.0008241071966938456]	[-8.731610608066887e-07, -3.0072136789505527e-05, 0.7601107054666619, -0.0007302026205570348, -0.0008164346224187397, 0.0018727903709086352]	[-4.05855325915202e-05, -1.9771224454380996e-05, 1.3502955784328805, -0.0018711108079708778, 0.0006238454577846703, -0.0009683337919381549]	[-0.2165439793846239, 0.030257902183425923, 15.802570477735628, 0.0005042163075929655, -0.001959773981927197, -0.004377859592551092]	[0.0014522732470671057, 0.0027065830162853926, 52.77355341095824, -0.000491176775924979, -0.00018674013886548865, 0.000681832909705236]	[-0.0028997185447636295, 0.010363564716820359, 10.67704610054604, 0.00023838882819508518, 0.0008910105169394648, 0.0010807093532744496]	6.224900482364257	
192	243.966995	0.351799	True	5.761303700496481	15.292183629747406	0.46822739659795676	0.2555785141049814	1.1205305515404704	1.564097681977808	[1.5131870158451177, -0.00019811394895535755, 0.2600634390031858, -0.0006087824390645248, 0.0013573976607670216, 0.0007153450938564306]	[2.5000082832422015, -0.00011346945099382266, -0.17217272636063397, -0.0003195813881040111, -5.510270036066237e-05, -0.00021388547143478084]	[2.999972850512917, -5.6510397576593805e-05, 0.08393803094046894, 3.525879466784508e-05, 0.00016161957946443813, -0.00010626188997657523]	[-0.46772388957078975, 0.0006148033661689292, 0.521071774868146, 0.0033383664729800065, -0.0035688998764277133, 0.0005521684239307992]	[2.0278504873193074e-07, -2.5249046795370606e-05, 0.7953960515040523, -0.000710580267360205, -0.0008205728245553102, 0.0019178720957922961]	[-4.2185119139506695e-05, -1.0387336213945369e-05, 1.3524365070546414, -0.001866123277919491, 0.00065306608504904, -0.0009027657171133309]	[-0.18122553586009846, -0.024848361458871066, -4.19710899775729, 0.00039957752169243136, -0.0010352136739650328, -0.0043991969511387365]	[0.001605174389427599, 0.003448216654603295, 43.734453683365246, -0.00039399564132655654, -0.00013133111905725832, 0.0005886355623444756]	[-0.002810851502550642, 0.01120579981713756, 2.6469958790427732, 0.00031765928086186656, 0.0008029990865484748, 0.0011145793533909802]	5.8589117556613495	
